IdCustomer,Text,Target
2456,les poêles font l'affaire,Positive
2056,Bon produit.,Positive
1738,Pratique,Positive
66,Super bon produit,Positive
2347,Hautement recommandé,Positive
3003,Tout simplement j'adore ce produit avec un rapport qualité prix excellent ????????,Positive
1811,très bonne qualité,Positive
1659,Top comme produit,Positive
1615,"Parfait

Parfait",Positive
49,C’est l’eau que je préfère le plus de point de vue goût et composition. Je préfère acheter des bouteilles de deux litres au lieu de 1.5 litres.,Positive
742,J'ai l'habitude d'utiliser ce produit. Pour le moment je suis très satisfaite. Bon rapport qualité prix.,Positive
1392,Pas comme prévu,Negative
2931, rapport qualité prix excellent surtout avec un code promo,Positive
2166,Finition laisse à désirer !,Neutre
1831,"très mauvaise qualité
beaucoup de défaut 
vraiment .... poubelle",Negative
124,Du bon déca,Positive
21,Bon prix!,Positive
470,Il est bon mais de moyenne qualité,Neutre
3696,"Le pinceau est agréable et fin, le liner tient bien et fait un trait net, sans qu'il ne s'écaille. 
Le seul inconvénient pour l'instant est sa petite quantité.",Positive
986,Bon produit,Positive
4303,je n'ai pas aimé la cire,Neutre
4100,Ce sont pas les mêmes couleurs que j'ai demandé mais en tant que texture et qualité ça fait l'affaire,Positive
710,Convient à ce que je cherchais.,Positive
899,Ces masques ne tiennent pas bien. Ils tombent rapidement au dessous du nez.,Negative
4305,"les photos identiques avec le site 
efficace...",Positive
3728,Très belles couleurs,Positive
373,Couleur gout 7/10,Positive
3828,Vraiment super top qualité et effet,Positive
3947,J'aime beaucoup,Positive
1083,Impeccable un bon rapport qualité prix,Positive
1103,Ça crée une couche blanche sur les mains je crois que c'est pas du tout du gel Antibactérien,Negative
4344,"Alors déjà c le lait microbiome de Eveline qui a fait que je veuille testé d'autres produits de cette marque celui là a fini par me convaincre toujours une excellente composition avec pleins d'actifs bon pour ma peau du corps ultra sèche mais la l'odeur est une tuerie subtilement fraîche et poudré elle me rappelle un des parfums que j'utilisais et que j'adorais mais je me souviens plus si c'est opium, scandal ou good girl en tout cas je restrouve ce parfum poudré sexy et merci pour le cadeau ça permet de découvrir plus de produits de cette marque que j'aime de plus en plus",Positive
1248,"Qualité moyenne, prix non conventionnel",Negative
693,Une très bonne qualité merci beaucoup,Positive
1574,Il est bien ce produit,Positive
3417,B qualité,Positive
983,Très bonne qualité,Positive
147,Bien et vite délivré mais le produit n'est pas terrible à éviter vu qu on s'aperçoit à peine du goût du chocolat,Positive
2528,Bon rapport qualité prix.,Positive
4257,Sans commentaire le meilleur,Positive
1255,Apprécie,Positive
126,Bon produit,Positive
3057,Je n'ai pas aimé la qualité du produit,Negative
36,Délicieux ????,Positive
297,Bon rapport qualité prix,Positive
2252,D'après la 1ère utilisation de ce produit j'ai constaté  qu'il n'est pas puissant et fait de bruits de vibration à la2ème et 3ème vitesse et envoie l'air dans un seule sens et n'est pas réglable au niveau de la hauteur.,Neutre
4310,c'est très pratique,Positive
88,hyper sucré ! Aucun goût de café !!!,Negative
1877,J'adore la création et le modèle,Positive
3735,Parfait,Positive
923,Produit moyen,Positive
3626,"Ce n'est pas de la bonne qualité ,faible la brosse n'est pas souple en bref ca mérite  une étoile pour l'emballage",Negative
953,Colle un peux mais efficace,Positive
987,Merci pour le pack,Positive
3827,Cest pour sechage seulement,Negative
3934,Magnifiques,Positive
3564,Très pratique pour le prix je recommande,Positive
2577,Très pratique,Positive
1023,Behyin sans défauts pratique,Positive
1196,Bavettes qui protège,Positive
3944,Le meilleur des fonds de teint couvrant 3al likhir ❤️,Positive
2533,"La finition laisse à desirer, trop de rayures",Negative
2051,Mauvaise élastique,Positive
954,L un des meilleurs hel sur le marché,Positive
71,Bon produit compatible nespresso,Positive
4414,"Top et économique pour le primer, le conceler et le fond de teint.",Positive
2879,J'adore la couleur,Positive
525,Meilleur gout,Positive
2953,Bon produit,Positive
1981,Un peu épaisse et chauffante à mon gout et le rembourrage et pas homogène du tout.,Neutre
4301,C'est très pratique! Il m'a fait gagné du temps et de l'effort avec un bon résultat.,Positive
1036,bien livré,Positive
4233,Toujours au rendez-vous,Positive
2843,"Qualite palstique catastrophique prix tres cher par rapport a tel qualité
Déçuuuuue",Negative
2941,J'ai aimé,Positive
4385,"facile à mettre, ne colle pas, laisse pas de trace blanche, pénètre rapidement. protège longtemps. pour peau sensible

 Je recommande ce produit.",Positive
1126,Produit parfait,Positive
4065,Excellent produit comme il est indiqué dans la description,Positive
2172,Je recommande,Positive
1883,"bien

bien 10 sur 10",Positive
1088,Merci j'ai recommandé pour la 2eme fois,Positive
2864,bravo et bonne continuation,Positive
346,Une bonne sauce à pizza ????,Positive
2701,"Plaques non demantables donc pas facile pour le nettoyage, il n'y a pas de dispositif de fermeture, il faut presser manuellement.",Negative
2913,"Produit identique à la photo, simple et beau, très léger et ne prend pas beaucoup d'espace",Positive
2595,Je suis très satisfaite,Positive
3913,"Vraiment un produit de qualité , bonne odeur mercii jumia , mercii livreurs jumia vous méritéz beaucoup de courage",Positive
1459,"un léger parfum qui ne dure pas , un  effet assouplissant,  mais pour la propreté du linge je note zéro .",Negative
2388,N est pas solide,Negative
1116,mercie beaucoup,Positive
4410,Brosse très efficace et spatule très doux.,Positive
1997,parfait,Positive
1377,Produit moyenne gamme,Neutre
4431,Merveille article,Positive
3182,"Jolie ma

Jolie mais très fin sa se décolle",Neutre
485,je remercie infiniment le livreur.????,Positive
666,Très bonne qualité,Positive
1038,très bien riche en alcool mais il manque les boules bleu de vitamines,Positive
1851,Aucun mode d’emploi !,Negative
3423,Produit conforme à la commande,Positive
906,Bien comme d'habitude,Positive
118,super bon café,Positive
597,Un bon produit,Neutre
3656,Je n'apprécie pas le rapport qualité prix faut encourager la consommation du produit national,Neutre
3357,"C'est transparent
A éviter la couleur blanche si les murs sont en mauvais état",Neutre
3860,Déjà acheté,Positive
1809,Horrible qualité,Negative
1925,c trop cher par rapport à sa taille ridicule,Negative
400,Très pratique pour le nettoyage surtout,Positive
52,Essayez de ne pas avoir de rupture de stock. Le rapport prix qualité est acceptable. La quantité achetée ne doit pas être limitée par Jumia.,Positive
2379,je suistotalement satisfait,Positive
3486,Bon produit,Neutre
3244,Jamais envoyé recu mauvais produit et jumia ne fait rien service de merde,Negative
4381,Fidèle à la marque,Positive
782,rapport qualité prix ok,Positive
3829,vraiment un grand changement pour mes sourcils j'adoooooooooooooooooooooore,Positive
2155,"excellent produit ,ça crée de l ambiance pour les enfants",Positive
2568,Très pratique,Positive
1562,Un non produit,Positive
1381,Produit conforme. Livraison dans les temps,Positive
3009,Magnifique,Positive
2675,Manque facture et garantie,Positive
1940,Qualité,Positive
3800,Satisfaite,Positive
2680,très pratique,Positive
3764,Jolie couleur et j'ai trop aimé la texture,Positive
2462,mauvaise qualité ..,Negative
1833,Fonctionne parfaitement. aucun soucis,Positive
1961,trop petit et non confortable,Negative
1564,"Efficace et économique, domage que cet article n'est plus disponible sur jumia",Positive
3236,parfait,Positive
1718,"Un peu plus liquide que les shampoing habituels, mais pas mal.",Positive
388,Pourquoi limiter les quantités à acheter et pour quoi ne pas fournir des sac de 5 kg?,Positive
2076,Bon produit,Positive
2294,Facile à monter et très belle,Positive
3290,B qualité,Positive
3170,j'ai beaucoup aimé,Positive
2607,On a trouver moins cher,Neutre
150,C'est la 2ème fois que je commande ce produit !,Positive
3617,Je le valide,Positive
1316,Produit tres efficace,Positive
812,bon produit !,Positive
3590,excellent rapport qualité prix,Positive
3093,Les tiroirs sont assez profond et assez solides dommage qu’il n’y ait pas de couleur autre que le noir!,Positive
1460,Un bon produit merci,Positive
3389,Bonne affaire,Positive
2203,"Bonjour,
j'ai passé une commande sur 2 poufs lors du black friday le 6 novembre. J'ai reçu un sms de confirmation mardi le 10/11 m'indiquant que le livreur va me contacter.
Ce livreur ne m'a jamais appelé, de mon côté je l'ai appelé plusieurs fois mais soit il ne répond pas, soit il me dit qu'il va venir sans me recontacter une autre fois.
J'ai aussi passé une réclamation mais sans résultats.
Enfin, Mardi le 17/11, ma commande est passée à l'état livrée, et je n'ai pas encore reçu mon colis.",Positive
300,La chaire est sèche,Negative
4074,Très beaux couleurs et texture,Positive
357,On dirait Eau et non pas huile de l'olive,Negative
2329,"vu que l'article est fragile , il faut faire attention lors de la livraison et faire un emballage spécifique",Negative
399,Bon produit et livraison rapide merci,Positive
4399,"Commandée pour la 2ème fois, avec un autre dessin. Très chouchoute et pratique !",Positive
99,très bonne qualité.,Neutre
3783,Rien à dire . Qualité-prix excellente . Très bon produit,Positive
997,J'ai aimé,Positive
2285,Facile à installer,Positive
1212,Ma commande s'agit d'un pack de désinfectant et j'ai reçu un seul bidon,Positive
46,Qualité moyenne,Positive
1178,Tous va bien avec Jumia merci,Positive
2320,Difficile à poser,Neutre
1569,"Très bon produit, nettoie très bien les objets en argent",Positive
4246,La texture est bien la teinte est a peine visible et tres bien,Positive
2062,"Qualité top
Livraison rapide
Merci beaucoup",Positive
329,Très efficace vraiment,Positive
2328,Produit identique,Positive
990,"J'en ai acheté beaucoup et je suis déçue. 
La qualité est inférieure à la marque que j'achète d'habitude (boite en bleu et blanc).
Tissu très fin.",Negative
1805,Satisfaite,Positive
1587,Bon produit,Neutre
3725,Très jolie couleur,Positive
113,Bon pack . Livraison rapide.,Positive
2550,"Malgré son prixun peu élevé, c est un produit de bonne qualité je recommande",Positive
2635,très satistaite,Positive
141,un rapport qualité prix excellent,Positive
4349,Bon produit,Positive
1154,protection assurée,Positive
412,très satisfaite! un rapport qualité / prix très satisfaisant@ bonne continuation Cerina,Positive
3806,Effet faux cils,Positive
171,Café dégusté ce matin avec grand plaisir.,Positive
1455,C est pas bon,Negative
3322,Bof pas facile à installer,Negative
4135,La couleur est magnifique,Positive
3678,"Ne dure pas 15 jours comme c'est énoncé, au début c'était bien et puis même pas 2 jours et son effet est disparu",Negative
3992,Magnifique,Positive
539,Très bonne savoeur!,Positive
2684,un produit de bon qualité,Positive
3814,Pas bien de tout,Negative
1703,Bien fait,Positive
1206,Jolie Couleur blanche et assez robuste,Positive
3591,"C'est la première que j'essaye cette marque et je suis impressionné. Très bonne qualité, efficace et n'abîme pas les cheveux.",Positive
467,C du miel mais de moyenne qualité,Negative
2261,A acheter en promo pour une petite chambre,Positive
825,Produit de Mauvaise qualité,Negative
339,Non efficace et sert à rien,Negative
815,Bien comme la photo,Positive
2353,Conforme à la description,Positive
1218,"Je l'ai commandé 2 fois avant et c'était super, sauf que malheureusement en changeant l'emballage, l'odeur a aussi changé et ce n'est pas agréable, c'est fort
Ça reste mon goût peut être que ça peut plaire au gens qui aiment les fortes odeurs",Negative
1814,"cv
mais ce serait ideal s'il avait plus de puissance",Neutre
2142,Très beau produit,Positive
1165,Bon rapport qualité prix,Positive
4262,Très utile,Positive
187,"Pratique et facile en plus d'être très bon
Moi qui suis tt le temps en déplacement suffit d'avoir mon termosse d'eau chaude et ma tasse ...a la maison pareille on adore",Positive
1836,"Parfait pour ma petite chambre
Bonne qualité
Vous ne pouvez pas commander la couleur de chaque led séparaient (une seule couleur pour toutes les leds)",Positive
3393,Bonne qualité,Positive
3711,j'adore très efficace,Positive
379,Qualité sup,Positive
4258,Mal désignation,Negative
3202,La taille est trop petite comparé à la photo,Negative
4424,pas efficace,Negative
556,Qualité moyenne,Positive
3569,pas tres chaud,Neutre
3516,Bon produit par rapport qualité prix,Positive
1342,C'est bien,Positive
821,de bonne qualité,Positive
2744,Je suis satisfait de produit et de la livraison.,Positive
1063,"Ce produit est excellent!
Néanmoins, je peux pas le retrouver sur le site de Jumia, je n'ai pas compris pourquoi??",Positive
89,bon rapport qualité prix. conforme a la description.,Positive
4275,Pratique bon produit,Neutre
3937,"le service rapide, les prix promotionnels et surtout votre sérieux. Bonne continuation!",Positive
1929,J'aime bien cet article le serviettes sont douces mais franchement je trouve le prix un peu eléve,Positive
2996,Tooop j'en suis ravis de cette guirlande,Positive
2504,Un produit tunisien de très bonne qualité par excellence,Positive
521,Bon produit,Positive
378,"Une bonne huile,rien a dire........",Positive
435,4 étoiles,Positive
158,"Excellent produit, 
Je le recommande",Positive
3624,????très pratique,Positive
1087,Tres satisfait,Positive
1062,Je recommande vivement ce produit,Positive
3550,"Sensation veloutée et éclat immédiat au niveau des cheveux avec une agréable odeur, 
Le seul souci est le volume très réduit",Positive
2945,Satisfaite,Positive
2325,Tout est bon et conforme à la description sauf son mode d’accrochage au mur n’est pas solide,Positive
1470,Des tâches sont apparus sur les vêtements après utilisation !! Vêtements inutilisable de nouveau.,Negative
164,La torréfaction est excessive,Neutre
328,aucunes fiabilité contre les moustiques,Negative
1865,Satisfaisant,Positive
3223,Ne coole pas bien,Negative
3090,Bon produit,Positive
1291,Le contenu de tube est minime,Negative
938,bon odeur mais concentration d'alcool faible,Neutre
4287,seulement 8 papiers cire avec le Kit et la cartouche,Neutre
2767,"Bon prix, bonne qualité.",Positive
2438,Épaisseur extra,Positive
1092,parfait,Positive
3549,j'adore,Positive
1306,"bonne qualité , merci",Positive
2552,Performing et efficace. Merci pour le report QP.,Positive
561,Offre black friday a ne pas rater,Positive
2060,La qualité du produit est médiocre,Negative
3372,"Plus beau mur, bonne qualité.",Positive
3420,Les fermetures ne sont pas solides,Neutre
2215,"Bonne qualité, de beaux couleurs",Positive
3627,Un bon produit,Positive
2257,utile mais consomme beaucoup d'energie,Positive
2891,"Un  très bon produit, identique à la photo de description.",Positive
4462,J'adore cette parfum,Positive
1229,Ça fait l'affaire,Neutre
2821,"Pratique, facile a utilisé ,les vis de fixation son inclus dans le paquet aussi ,a recommandée",Positive
832,Bon rapport qualité prix,Positive
3750,Bon produit!,Positive
3789,C est pas mal ni efficace,Neutre
4473,"Les notes de fonds sont agréables, on n'a pas besoin de dépenser des centaines de dinars pour un parfum de marque. Ma femme a adoré",Positive
1975,qualité moyenne,Positive
698,Une très bonne marque,Positive
1168,C pas mal,Neutre
1113,"Agréable sauf que né pas pratique pour l utilisation, il fallait avec pompe",Positive
41,Comme d'habitude,Positive
1635,pas mal,Positive
776,"attention pot pas trés bien rempli, faire le bon calcul de surface quantité exact mesurée 716 ml.",Positive
676,doux avec une belle odeur de parfum,Positive
1026,Qualité  raisonnable un bon rapport qualité prix,Positive
2092,Bon produit,Positive
2141,"Super eclairage, produit économique et très lumineux",Positive
1456,L'odeur ne dure pas sur les vêtements et très très concentré,Neutre
3176,Bon article.juste un peu petit par rapport à image publiée,Positive
1530,Meilleur rapport qualité prix,Positive
737,Pas possibilité d'essorage,Negative
130,j'ai adoré,Positive
3102,"Pratique pour les camping, bonne longueur extensible, avec 12 pinces.",Positive
865,C'est bon,Positive
2771,Très bien servi,Positive
3597,Pas top passable mieux investiguer pour une meilleure qualité .. mais pas trop mal .,Neutre
924,Les masques se détachent facilement et ne peuvent même pas être utilisés = perte de masques gratuite,Negative
1152,"Très léger, ne fait pâs mal aux oreilles",Positive
1322,Qualité nulle,Negative
598,Bon produit,Positive
515,Trop de sucre moins de goût,Negative
4400,Qualité prix raisonnable,Positive
988,article de bonne qualité qui correspond à la description,Positive
3072,correcte pour son prix,Positive
3673,Pas extraordinaire mais assez correct vu le prix,Neutre
2001,Bonne qualité.,Positive
1006,Qualité 000 yet9at3ou fissa3,Negative
231,Delicieux,Positive
626,Excellent product vue quality Prix c&#039;est excellent.... Merci Jumia ,Positive
3021,bon produit sauf que  le métal soit en inox au que en aluminium ,Neutre
18,Un bon produit,Neutre
76,Très bon produit,Positive
1631,Une très bonne qualité merci beaucoup,Positive
183,Goût immonde 3 paquets qui vont finir à la poubelle très déçue !!!!,Negative
2154,Très jolie,Positive
1198,"satisfaite, merci",Positive
1265,Pratique et parfumé,Positive
775,Cire de bonne qualité,Positive
2070,Efficace Pour des petits bricoles.,Positive
3879,Bon qualité,Neutre
1159,Bonne qualité,Positive
474,Naturel sans additions marquées.,Positive
1393,je trouve que ce produit est efficace durant toute cette période du COVID-19,Positive
1614,Qualité moyenne,Positive
505,absence total du goût du café !,Negative
1110,parmis les top des infecteur,Positive
2596,Magnifique design et super pratique,Positive
376,Bon goût ef très bien raffiné,Positive
4434,Produit de haute qualité,Positive
4398,Produit médiocre,Negative
2760,Il est bien mais il ne supporte pas trop les objets lourds,Neutre
4411,Bon rapport qualité prix,Positive
1493,Efficace et pas cher,Positive
1896,"Merci beaucoup j'ai bien reçu la commande w très satisfait, la qualité topp bravo et bonne continuation",Positive
3428,bon produit,Positive
2367,Facile à mettre et à plier,Positive
3471,Pour le moment un bon produit,Positive
3684,Magnifique eyeliner,Positive
2572,Au bout de deux mois hs le fouet et puis le joint du moteur... Très mauvaise qualité.. À déconseiller complètement,Negative
1170,"Le parfait n'existe pas
Il faudrait reduore les frais de transport pour encourager a faire arriver le produit pour une grande categorie de la population",Positive
3508,Odeur très agréable et il rendre les cheveux facile à coiffer,Positive
1467,On peux mieux faire avec diversification des parfums,Neutre
2924,Un article qui tient ses promesses,Positive
1173,Merci pour cet article que j trouve très bon par rapport au prix,Positive
2338,Faut bien faire les choses,Negative
729,Rapport qualité prix,Positive
1527,tres bonne odeur en plus,Positive
2078,parfait ....,Positive
822,Très bien,Positive
1802,Pas mal mais ils sont de petites tailles,Neutre
687,Magnifique,Positive
809,"Très satisfait. 
Merci.",Positive
606,Bon qualité prix,Positive
522,Toutes les pâtes sont bonnes,Positive
1480,produit excellent,Positive
1184,Pas de bonne qualité,Negative
1249,Un gel de qualité supérieure,Positive
1298,C un excellent produit,Positive
2066,c'est un bon produit.,Positive
1107,Bon produit,Positive
719,Tout est génial,Positive
296,"La qualité du thon n'est pas bonne, j'ai pas aimé son odeur, on dirait 9dim",Negative
1136,Je suis esthéticienne de métier et ces gants sont parfait pour mon usage de quotidien avec les produits cosmétiques.,Positive
1867,produit conforme à mes attentes,Positive
168,J'aime beaucoup,Positive
3815,Le prix est largement resonable,Positive
1931,très bien,Positive
209,Bon goût,Positive
960,bon rapport qualité prix mais il n y a pas le pourcentage d'alcool !!,Neutre
690,Certains produits sont médiocres,Neutre
1233,Bon produit,Positive
592,Odeur agréable et efficace contre les taches,Positive
1828,Une partie des leds ont perdu la couleur verte apres 3 jours et une autre a perdu la couleur bleue,Negative
3742,très bonne qualité,Positive
826,Des bavette extra j'ai conseiller tout mes proche d'acheter qualitè & prix merçi jumia,Positive
1875,"Robuste, léger et joli
Livraison très rapide",Positive
2592,Beau design avec indication lumineuse,Positive
1601,"Rien a dire , il fait sont boulot",Positive
3766,Bon produit,Positive
1011,Deux ou trois bavettes avec barre au niveau du nez mais les autres leurs manque,Negative
495,Identique cosksi 3oula,Positive
683,Produits excellent à bas prix,Positive
3308,"Produit conforme à la description, jusqu'à maintenant je n'ai eu aucun soucis.
Merci",Positive
2044,Modèle trop petit par rapport aux autres  sur le marché,Neutre
2762,"Article délicat n'est pas opérationnel
Accrochage des pièces n'est pas assuré parfaitement",Negative
1698,Bon produit,Positive
1945,j'aime bien,Positive
353,Très bon produit et aussi la rapidité de la livraison,Positive
976,qualité superieure a celle des produits existants dans le marché !,Positive
1175,Bonne qualité,Positive
2010,Rapport qualité prix excellent ????,Positive
552,Bon rapport qualité/prix,Positive
1447,Bon produit,Positive
4333,Parfait pour les zones très petites.,Positive
777,Efficace et bonne odeur,Positive
3337,Excellent produit et très facile a utilisé et coller sur le surface. Ansi l effet pierre tres elegant pour la decoration,Positive
3136,fonctionnel et robuste,Positive
3476,Bon produit,Positive
361,"Bon produit je donnerai 7 sur 10
Mais je donnerai 10 sur 10 à Mejdi le livreur très gentil et toujours souriant en tout cas un grand merci à l' équipe JUMIA ????❤️",Neutre
1475,"trop satisfaite de ce produit merci jumia  et merci  bio linge 
odeur trop fraîche et reste  au tissue  ",Positive
2870,Il ne tient pas la chaleur,Negative
393,j'aime bien,Positive
2391,produit trés satisfaisant,Positive
1905,Servies très bien,Positive
2143,Qualité/Prix acceptable,Neutre
2679,Défectueux dès le lendemain de son utilisation,Negative
2589,Il fait l'affaire,Neutre
553,L'odeur est casiment indétectable ca sert a rien d'en mettre,Negative
677,Ma mere a beaucoup aimé ce produit,Positive
1308,Meilleures bavettes pour enfant dommage qu’ils n ont pas d autres motifs,Positive
3677,Ca sert a rien aucun effet,Negative
2416,perit modèle de 25 cm. Livraison impeccable.,Positive
314,Le thon n'est pas entier,Negative
1371,"J’ai reçu deux gants similaires pour la main gauche. Je n’ai pas envie de perdre du temps pour les rendre au fournisseur.
Vous devez faire attention lors de l’expédition de vos produits.",Negative
1439,ri7tou faw7a...ynadhf.....ama mouch concontre kima les produits lo5rin....,Positive
4476,"ça sent bien, très douce. Mais ça ne dure pas longtemps ????",Positive
2571,Bon rapport qualité-prix,Positive
3729,rapport qualité/prix cv,Positive
789,Très Bien,Positive
2322,accrochage pas tres stable,Neutre
1616,J'aime beaucoup,Positive
1651,4 étoiles,Positive
2720,"Très mauvaise qualité. Je payerai pas plus de 3dnt 
Une qualité indigne de l'achat en ligne",Negative
426,tres delicieux,Positive
128,"Un très très bon produit, un goût super delicieux et des gens très professionnel, merci et bravo Sarah caffe :)",Positive
1692,Bon produit,Positive
2169,C pas confortable du tt,Neutre
3547,Le sérum sent très bien et il rend les cheveux soyeux,Positive
4221,Un trés bon produit,Positive
4465,"Bon parfum d'hiver surtout, j'ai aimé",Positive
769,La brillance est tres remarquable,Positive
1466,très bonne qualité,Positive
3048,Bonne qualité,Positive
2521,Bon qualité,Positive
421,Amande extra qui n est pas extra du tout. Petit calibre,Negative
1656,Une très bonne qualité je recommande vivement,Positive
2465,parfait pour les plaques à induction,Positive
1735,Bon produit,Positive
2578,"
produit conforme et authentique 
",Positive
3540,Sa texture fine et légère et surtout ne colle pas ????????,Positive
333,Les moustiques et les cafards se sont multipliés après avoir utilisé cet appareil,Negative
4187,Bonne qualité,Positive
430,Mais produit réceptionné avec emballage déchiré !!!,Positive
2484,"Produit identique à la photo et a la description, avec un prix raisonnable je recommande.",Positive
3310,bon produit,Positive
1147,"Les +: Durable et confortable
Les-: De loin le plus cher du marché, élastiques sensibles (à détacher avec précaution)",Positive
3553,Résultat immédiat,Positive
3997,Couleur un peu sombre sinon cava,Neutre
415,Bon produit juste les amandes sont un peu petite,Positive
820,Un tres bon produit,Positive
2202,Qualité moyenne,Negative
4054,Satisfaite,Positive
83,Le café est de qualité et très bon,Positive
1521,Le produit e de Lidl très bon,Positive
2553,Très bien,Positive
609,Un bon produit merci,Positive
3637,Pas de difference avant et apres l'utilisation de la  plaque,Negative
244,C'est trop bon,Positive
506,J’aime bcp c pas huileux c pas trop salé,Positive
2200,"Ça tient encore bien, un peu plus d'un an de sa première utilisation",Positive
4369,"Malgré que j'ai une peau sensibilisée, il n'irrite pas la peau. 
Notez bien que tu ne dois pas utiliser 2 produits à base acide hyaluronique au à la fois et tu dois appliquer une mince couche sur une peau humide et pas totalement sèche.",Positive
2783,petit gadget mais très pratique,Positive
102,Produit un peu cher mais Top,Positive
3891,Très bon produit ❤️,Positive
3812,Bonne qualité,Positive
4136,Bon produit,Positive
818,Produit chinois donc médiocre si je savais que c'était chinois je ne l'aurais jamais commandé,Positive
4419,Conforme à la description . C'est mignon et pratique,Positive
4022,texture  au top,Positive
1069,De bonne qualité,Positive
3507,Facile à utiliser et il rend les cheveux plus doux,Positive
2163,"Arrivé sans support, catastrophe !!!",Negative
120,j'ai jeté ça à la poubelle,Negative
195,Délicieux & Helthy !!,Positive
1297,Un bon produit,Positive
1000,Plus épaisse,Positive
2763,Miniscule ne sert à rien !,Negative
1649,"Bien concentré, nettoie bien. Bravo.",Positive
3045,"Un meuble de très mauvaise finition
Par rapport au prix je m'attendais à avoir un meuble de meilleure qualité",Negative
1100,Je ne pense pas que c'est un vrai gel désinfectant. Il a une odeur très forte de l'alcool mais il n'est pas souple dans les mains,Negative
2644,"Difficile à nettoyer mais pas mal , bon prix",Neutre
156,Le Gout est parfait. Compatible nespresso,Positive
2660,Bon rapport qualité prix,Positive
4355,Livraison rapide et produit top,Positive
1398,Eaux avec javel je l’ai senti je croyais que saitait sans,Negative
2243,"C un pouf d'extérieur, alors qu'avec le soleil sa couleur s'efface petit a petit... Dommage..",Neutre
82,Malheureusement les est en hausse,Positive
585,article conforme a la publicité,Positive
2704,Bonne qualité. Ça fait le bonheur des enfants,Positive
4405,Tendre et pratique. Merci,Positive
3241,Mauvaise Qualité,Negative
2090,Nulle charge juste pour 5 min pas plus,Negative
2227,Conforme à la description et très jolie,Positive
1658,Odeur pas bonne,Negative
1760,C'est un produit très efficace.. mais j'ai souhaité avoir un cahier d'orientation de la machine en français ou en anglais piusqu'elle était en turc et que je ne sais pas lire avec cette langue,Positive
3169,Bonne qualité,Positive
2574,Bon produit,Positive
4420,Bien sûr tout pour le contouring ou d'appliquer le fond sur les joues.,Positive
2876,Sympa pratique,Positive
3098,Exsilante est  efécasse,Positive
203,J'aime. Bien,Positive
3526,Super top a conseiller vraiment,Positive
416,Cette fois la qualité est moyenne avec des amandes de petit qualibre et des pièces un peu trop séchées,Negative
2692,Je note ma satisfaction côté qualité et ergonomie.,Positive
192,Tous simplement c'est une infusion au mélisse avec un goût un peu léger. Ça va plaire les fan de l'infusion des herbes.,Neutre
2162,Agréablement surprise. Bonne qualité,Positive
4069,Très pigmentée et très bonne tenue,Positive
2382,Bon rapport qualité prix,Positive
2621,résultat médiocre de frittes malgré tous les essais et malgré que j'ai suivi à la lettre le mode d'emploi,Negative
704,Le produit est satisfaisant,Positive
3592,Je n’aime pas,Negative
4130,Rapport qualité prix nul,Negative
3546,Plus efficace sur des cheveux mouillés avant coiffure,Neutre
724,Conforme à la description,Positive
105,Qualité,Positive
3052,Faire attention lors du montage,Positive
3269,très astucieux. J'ai adoré.,Positive
3436,Il est petit,Negative
3110,Étudier la fragilité des tubes !!,Negative
4375,bon produit,Positive
3524,résultat cheveux douce ... et service rapide et efficace,Positive
3875,Bon produit !,Neutre
2350,Très bonne qualité. Belle finition,Positive
3067,un bon rapport qualité prix,Positive
3682,Il est bon et non waterproof.,Positive
142,J'ai goûté 3 d'entre les 6 et j'aime bien leurs goûts,Positive
2301,Le produit est identique a la photo,Positive
2122,Fonctionne très bien et autonomie parfaite toute la nuit.,Positive
1305,Bon produit,Positive
2766,Mauvaise qualité,Negative
1153,J'ai aimé ce produit,Positive
919,Très délicat,Negative
582,Très bon odeurs,Positive
408,Il est bien et vraiment valable pour tout,Positive
3007,Excellent rapport qualité prix,Positive
927,Satisfait,Positive
355,très moyen,Neutre
2177,Pas d’espace ou s’asseoir.,Negative
4437,Parfum distingué et qui dure !,Positive
1816,très bonne qualité,Positive
3211,5 battons coupés en 2 pour livrer 10 battons,Positive
460,"je sais mon avis et très important, car je suis le premier a évaluer, j'ai fait les test maison du miel, une goutte sur le doigt, sur papier, dans l'eau, tous montrent que c'est du miel . j'ai pas les moyens pour savoir si les abeilles sont alimenter par du sucre... reste a vérifier avec les pros du miel...",Negative
2678,Correspond à l’attente et même plus.,Positive
4445,Pour l'hiver,Positive
1499,"produit conforme , je recommande",Positive
3274,Ce que je cherchais. C'est très pratique. Bonne qualité.,Positive
4092,Gestion d'espace et un bon décore.,Positive
1622,Top 5 étoiles,Positive
3032,Très pratique,Positive
3856,Je recommend,Positive
1725,Qualité moyenne,Neutre
3323,"C'est super pratique et efficace, sauf que c'est un peu cher. Mais à part ça je valide",Positive
352,Merci bien bon courage,Positive
1204,Rapport qualité prix raisonnable,Positive
1871,"Ba3d marakabneha jina n4atiw fiha t9at3et salsla, walina na7ina letage le5rani w rakabneh fi west le9mecha bech jet mrigla. Apart ça elle est pratique et jolie",Neutre
3920,"J'adore sa couleur et sa texture. G donne 4 étoiles, car il demande bcp de travail pour être absorbé et devenir discret par la peau.",Positive
3640,Un très bon produit ! texture excellente ♥️♥️♥️,Positive
3439,Excellente rapport qualité prix,Positive
